reviewId;reviewEditCode;company;seniority;jobTitle;reviewBody;reaction1;reaction2;reaction3;reaction4
a8bbf3fc-620c-4d76-b76f-984edebaa3f5;7ef7b02a-cae0-439e-8dd7-05397d32f479;Spotify;Junior;Mobile Developer;Fugiat cillum id est et commodo. Minim elit in incididunt nostrud tempor sunt, voluptate amet non ad, pariatur eu ullamco nulla ad sunt. Tempor in mollit nostrud occaecat. Sint minim elit ut aute ea exercitation, mollit adipiscing reprehenderit pariatur aliquip cillum consectetur. Id occaecat reprehenderit non pariatur nostrud magna est, do labore culpa ipsum excepteur irure minim magna. Elit culpa velit ullamco cupidatat et excepteur sed, do incididunt incididunt esse. Elit irure magna incididunt mollit.;2;0;3;1
47c443a8-b5a6-4981-8b05-ecb8637dbede;3ad289ab-89b5-47a1-a74e-dd0452597f13;King;Mid-level;Cloud Engineer;"Voluptate proident officia mollit pariatur laboris magna excepteur. Occaecat sit in culpa. Excepteur incididunt ex nostrud enim velit aliquip. Minim deserunt dolore commodo commodo exercitation. Anim mollit quis qui voluptate laborum commodo dolor. Tempor ad incididunt incididunt laborum.
Id irure pariatur veniam sed sint, aliquip irure fugiat id pariatur laboris aute. Aliqua nisi ut aliquip irure. Deserunt veniam aliquip incididunt, lorem id aliquip laboris ut reprehenderit. Elit velit ex qui, cupidatat cillum nisi sunt ut. Exercitation eu mollit ea aliqua mollit. Sunt consectetur velit est, amet esse dolor adipiscing. Sunt id sint aute, consequat laboris laboris veniam. Occaecat ea dolor incididunt ea non. Laborum lorem minim laborum mollit officia cillum sit, dolor deserunt laborum consectetur quis.";0;1;3;0
5adc0827-b0f8-4de9-9018-c0b3eaadf462;0cdc512f-ac1b-4d50-8df4-5fea7a28e159;King;Mid-level;Back-End Developer;"Amet quis cupidatat dolor sed. Quis minim adipiscing excepteur anim qui. Eu aliquip duis anim consequat cillum aliquip. Esse sunt esse id voluptate consequat. Esse do tempor duis. Sed consequat occaecat tempor sed culpa commodo culpa. Sint quis eiusmod lorem deserunt. Occaecat lorem nulla quis laboris.
Ipsum adipiscing sint nostrud anim et deserunt. Qui aliquip dolore dolore exercitation non, nostrud dolor ea eu, duis magna dolore officia. Ullamco sit duis ea amet elit fugiat. Magna aliquip et consequat consectetur exercitation. Eiusmod id magna id duis. Qui labore occaecat enim, ut pariatur irure pariatur ut quis. In non eiusmod velit, eiusmod duis id officia officia, quis ipsum incididunt aliqua voluptate amet sed voluptate.";8;0;1;0
15712ab7-ed4c-4cbf-9810-165f0239f336;c3d59dbd-38f7-4ac0-8a08-c7e485625723;Facebook;Principal;UX Designer;"Irure consequat nisi aliquip sunt consectetur, occaecat elit culpa laborum nisi ut cupidatat ullamco. Do ea ipsum aute laborum. Ipsum tempor ex in quis incididunt officia mollit, reprehenderit et sunt nulla. Cillum cupidatat et sit. Ullamco ad aute fugiat laborum exercitation. Sint mollit eiusmod eu et est minim. Lorem eiusmod cupidatat culpa dolor aliqua excepteur. Minim cillum in aute exercitation nisi laboris laboris. Minim duis ea tempor ut. Nulla eu et et sed, adipiscing sit consequat est non sunt consequat, irure qui exercitation duis laboris non laborum velit.
Id consequat aute officia consequat elit. Sit nostrud consectetur non ullamco sint elit, in ullamco nostrud veniam consectetur. Irure aute ullamco irure consequat eu cupidatat ex. Cupidatat quis consequat exercitation nulla id eiusmod exercitation. Velit enim amet ut mollit est. Nisi ea ipsum occaecat sunt anim incididunt. Anim culpa consequat et. Ullamco deserunt culpa proident enim.";0;0;2;1
e7009def-12e2-4d42-9f66-967fa9a07c04;21f5ecf0-fe8a-4220-9716-908b7da52b8b;Google;Junior;Back-End Developer;"Dolor in cupidatat laborum. Eiusmod officia sit consectetur quis veniam, et aliqua qui consequat irure, ex nulla amet labore ut. Ex et tempor aliqua commodo occaecat. Voluptate et consectetur incididunt aute. Sit et occaecat amet in commodo cupidatat in, lorem sint enim do ex deserunt.
Non mollit minim sunt commodo. Ipsum est exercitation nisi aliquip et amet, culpa fugiat sed aute nostrud veniam nisi anim. Excepteur eiusmod proident nostrud excepteur sint. Ex magna aliqua irure eu. Reprehenderit ut do ipsum reprehenderit duis sit, duis cupidatat sit nisi ex qui qui. Ad ad ex enim occaecat adipiscing eiusmod, pariatur quis elit consequat consectetur ad, elit tempor nulla aliqua do sit irure. Aute sit eiusmod occaecat, ex quis ea mollit sed, aute ad exercitation ipsum et ea fugiat. Magna exercitation cupidatat adipiscing sit sit non occaecat. Nulla labore commodo sed nisi officia do excepteur, non tempor lorem labore consequat excepteur lorem.";0;0;0;1
c151c4c8-405f-4d8e-9864-56265655f8af;d67578e2-8ed9-4a7b-804d-782623448ced;Netflix;Junior;Cloud Engineer;"Proident dolor ea officia. Reprehenderit nulla ullamco et ea. Nostrud dolor non dolor cupidatat eiusmod exercitation cupidatat. Pariatur quis esse sunt enim. Incididunt consectetur ad qui laboris minim, quis dolore voluptate adipiscing cillum cupidatat do. Ad laboris incididunt eiusmod culpa. Voluptate adipiscing ad qui minim est. Esse quis laboris excepteur reprehenderit aute consectetur ex.
Nostrud esse occaecat irure, minim qui quis cillum pariatur occaecat, lorem ad elit anim sed lorem. Exercitation laboris pariatur qui aliqua aliquip labore. Lorem lorem non consectetur non nisi culpa. Ullamco sint excepteur do sint sunt dolor. Enim proident nisi culpa sit. Nulla magna voluptate culpa. Lorem irure cupidatat esse voluptate. Do irure proident et eiusmod. Esse incididunt velit pariatur labore, et ut eiusmod quis in proident tempor. Id enim fugiat mollit laborum sit.";15;3;0;1
4337fd70-57df-499a-ae95-06496c41d686;7be629e3-7654-499c-8573-2d96ccd5c764;Klarna;Mid-level;Mobile Developer;"Fugiat est velit veniam. Et reprehenderit in sunt. Laborum in elit amet amet excepteur sed. Laborum proident excepteur nostrud sed consectetur ex. Ut consectetur aute ea enim et, ullamco non id sed exercitation esse anim pariatur. Mollit lorem sint commodo voluptate nulla reprehenderit, amet ipsum non veniam ea labore, elit est tempor eiusmod lorem sit officia.
Id eu qui cillum labore cillum excepteur, anim magna laboris ipsum consequat ullamco. Ex excepteur reprehenderit est eu id. Aliquip commodo eiusmod ea et labore sit voluptate. Ullamco aliqua laborum et exercitation. Sunt ut qui sed ea qui. Exercitation aute ea elit consectetur. Commodo nostrud magna amet occaecat labore adipiscing. Commodo laborum ex deserunt ex.
Irure velit dolore consequat est amet adipiscing eu. Do deserunt incididunt non nulla do, laborum est laborum est fugiat occaecat irure nulla. Velit quis enim laboris et cupidatat amet, cillum magna ullamco excepteur irure adipiscing ad. Tempor officia dolor aliqua et occaecat, ea ullamco dolor enim dolore sed. Eu in nisi velit ad sint. Est id elit aliqua duis. Fugiat aute velit dolor ea commodo officia. Do enim labore ullamco, qui enim anim nulla laboris ex, sit dolore duis laboris do incididunt. Laborum voluptate do deserunt, et nostrud adipiscing in consequat irure consequat adipiscing, sunt duis ea fugiat minim. Amet duis cillum tempor pariatur, exercitation aliqua qui duis adipiscing quis et ipsum.";10;0;2;0
25fe3104-b312-45a1-83fd-9633c78c41b9;6571d264-4f2c-4bad-b2d6-0aa886d7917c;iZettle;Mid-level;Cloud Engineer;"Laborum ut incididunt duis veniam, nulla laboris laboris lorem magna est amet. Et laboris id et in. Tempor nulla sint cupidatat nisi veniam ullamco nostrud. Quis dolore irure officia. Elit nulla magna et. Laborum officia sed consequat incididunt incididunt aliqua lorem. Culpa nisi proident occaecat reprehenderit laborum magna velit, nostrud aliquip laborum tempor. Labore ullamco sit est. Mollit ut anim ad mollit nulla, aliqua labore elit est pariatur nulla voluptate elit.
Mollit consectetur quis in laboris enim officia. Nisi esse anim pariatur pariatur, velit aliqua eiusmod esse, proident laboris do do eiusmod irure. Anim proident sunt eu fugiat id dolor incididunt. Mollit non sed dolor irure. Laboris est consequat magna, aliquip mollit ad dolore. Anim non veniam sunt sint anim ut ex.
Duis ex culpa laborum officia cupidatat sunt proident. Deserunt incididunt consequat elit consequat officia reprehenderit et, sit fugiat ut dolor occaecat amet et. Velit duis in esse. Cillum est eiusmod et et nulla adipiscing cillum. Dolor excepteur do minim laboris duis duis in. Non officia est magna commodo est. Amet ex aliquip ipsum anim deserunt.";5;5;0;0
4edd7c71-096b-435c-ba3e-92b9c9c13a37;681e9a37-f28a-4004-9c5d-864c423dfeaf;Spotify;Lead;Mobile Developer;Voluptate labore irure qui commodo magna exercitation, elit qui lorem incididunt voluptate. Sed sint consequat do duis fugiat. Nisi sint anim do excepteur ex duis, occaecat elit velit nostrud. Ipsum quis est et lorem eiusmod. Est officia dolor deserunt ut pariatur, dolor laboris velit velit nulla adipiscing nulla nostrud. Eu pariatur laboris incididunt ut laborum ea ut. Esse occaecat nisi tempor proident aute.;9;0;2;0
1cdd24e1-bd4e-4cb3-9d42-d46e2199016b;05fece25-2f00-48a3-ab22-6b07dabb79bd;Facebook;Mid-level;DevOps Engineer;Est dolore velit nulla nostrud occaecat. Nisi sed excepteur commodo dolore sint. Incididunt mollit nostrud eiusmod eu aute, cillum incididunt adipiscing eiusmod qui nisi laborum. Irure incididunt anim dolore eu qui esse est. Culpa adipiscing eiusmod cupidatat do dolor do sit. Irure sed magna cillum duis ut, aliqua commodo incididunt pariatur ex duis velit laborum, officia cillum non deserunt eu. Deserunt consequat ad nisi irure ea sit eu. Irure ea dolor ipsum excepteur non, sit amet id deserunt nisi commodo mollit commodo, ut cupidatat veniam aliqua do veniam.;0;1;0;0
e9fa7ec7-a84f-425b-be5d-7f6bd29b7d93;6770134c-b4ed-483d-92f1-fcc10646972d;Facebook;Senior;HR Officer;"Cillum do tempor nulla ex aliqua anim qui, anim nostrud proident nostrud consectetur magna reprehenderit. Dolor consectetur ipsum ea aute. Do sint sunt consectetur nisi consequat. Reprehenderit aute voluptate occaecat, sunt ea proident id eu eu adipiscing. Ea ex cillum id ad quis adipiscing tempor. Non in commodo cupidatat cillum.
Occaecat ut cillum deserunt tempor aute enim reprehenderit. Laboris ad proident deserunt enim deserunt incididunt. Ex consectetur aliqua ea in. Consequat cupidatat mollit sit ullamco laboris. Aliquip esse ex amet cupidatat.";1;0;0;0
73af241e-cc0f-456b-88b4-e29c91b7967a;664d64b3-e432-4cf3-9952-e7b375beaae5;Unibet;Senior;Cloud Engineer;"Consequat incididunt tempor pariatur commodo labore. Commodo sint magna lorem. Deserunt deserunt laborum ex est elit duis aute, ut officia aliquip qui commodo excepteur. Magna tempor anim quis. Aliqua consectetur veniam enim fugiat. Non officia duis mollit proident ad sint ullamco.
Aliquip occaecat elit lorem consequat labore consectetur. Ad sunt est duis et magna tempor et. Exercitation sit lorem adipiscing ea elit non excepteur. Cillum qui do ipsum ad pariatur quis, magna ut proident nulla nisi dolore dolore, mollit pariatur deserunt veniam aute. Ea do tempor amet excepteur laboris veniam pariatur, non aliquip tempor excepteur lorem. Aliqua elit et ex excepteur dolor eu.";8;1;5;1
b25202c7-604b-46b4-bd14-6bde3eae7112;1690090a-837b-4e06-8be8-f4d563474f02;Apple;Mid-level;Back-End Developer;Laborum quis et occaecat velit nulla culpa officia. Eu occaecat eu cillum officia qui sit incididunt. Elit non ipsum anim minim. Ea do esse lorem duis incididunt dolor duis, pariatur amet deserunt exercitation occaecat voluptate in. Est dolor amet eu consectetur pariatur nulla. Minim adipiscing excepteur ea occaecat nostrud eiusmod. Deserunt qui labore amet aliquip sunt. Consequat irure velit ut ex occaecat quis id. Id mollit esse tempor laboris ad deserunt.;6;3;1;0
73fd37b2-1a8c-483d-add0-45e72fbcdddf;063968ce-3496-4186-87bb-2d14159b70ec;Facebook;Lead;Cloud Engineer;Sunt commodo duis labore. Enim deserunt sed aute incididunt. Exercitation do mollit exercitation exercitation eiusmod non. Anim irure dolor quis, ex magna cupidatat laborum. Sunt laborum qui sed elit et.;0;3;6;1
9a3db198-38c9-4332-a5b6-6ed255ce7f9b;151ae49d-9bdd-4c4e-9667-567b69687af2;Google;Mid-level;UX Designer;Non laborum pariatur tempor anim sint eu velit. Ut magna mollit labore minim laboris esse velit. Aliqua ipsum nisi cupidatat enim occaecat. Sit cupidatat nostrud quis irure reprehenderit tempor. Irure amet mollit sint ea. Laboris sint in nisi. Do consectetur amet labore aliqua adipiscing. Irure cupidatat aute voluptate eiusmod ipsum, eiusmod aliquip cillum lorem tempor. Ullamco sed commodo elit nulla aliquip consectetur.;0;0;1;1
7d7c2922-a5c7-4f9f-b53a-885e9011c62c;6a8c054f-29cf-404e-9fbf-3a0f8472eb9c;Mojang;Junior;QA Developer;"Qui esse deserunt est laborum in mollit, dolor proident sit laboris id. Amet mollit sunt esse nisi. Pariatur mollit velit labore voluptate veniam magna quis. Cillum enim adipiscing aliquip et. Nisi velit amet culpa tempor reprehenderit lorem. Incididunt elit occaecat irure incididunt cupidatat id culpa. Do anim ullamco voluptate nisi amet esse, ipsum esse irure esse aute adipiscing.
Fugiat ad adipiscing culpa sit quis aliqua cupidatat. Fugiat fugiat do exercitation, minim officia cillum irure cillum proident consequat. Culpa sint commodo ea non ullamco do, fugiat proident tempor do nisi occaecat sunt nulla. Irure dolor et tempor veniam. Nostrud nostrud laboris consectetur. Cillum cupidatat reprehenderit cillum eiusmod.
Eu commodo labore tempor sunt labore. Deserunt tempor ex consectetur id. Laboris occaecat aliqua non laboris laborum anim, non est in commodo amet dolor nostrud. Aliqua eu voluptate cupidatat duis eu. Enim ullamco labore ipsum enim duis anim. Enim sunt veniam sit cupidatat lorem lorem quis, anim nulla ut lorem, minim nostrud consectetur commodo ex excepteur. Voluptate sed duis veniam ullamco fugiat quis. Et ad commodo cupidatat amet amet minim. Magna eiusmod elit in nulla ut nisi.";0;3;2;2
2036ffb9-317b-4dd3-af25-f8938d1ecb8d;411c4406-6445-4132-ab85-bd495453a8a1;iZettle;Senior;Cloud Engineer;"Id do nulla magna consequat ea laborum est. Elit fugiat amet veniam veniam sint deserunt. Consequat velit mollit ex sint incididunt. Velit ad eiusmod velit. Reprehenderit cupidatat adipiscing eiusmod sunt. Pariatur tempor qui aute sunt est enim elit. Laborum elit pariatur non adipiscing mollit qui laboris, exercitation sint culpa excepteur eiusmod. Aliquip ad commodo sint sit est.
Consequat cupidatat elit ut est laborum aliquip. Commodo sed velit amet cupidatat do ullamco sit. Voluptate cillum ea eiusmod mollit qui ut. Quis proident velit ea commodo, laboris sunt dolor ex deserunt reprehenderit anim anim. Incididunt cillum proident aliquip elit. Ea elit do duis sed reprehenderit, eu incididunt exercitation do qui veniam. Duis dolor laborum duis nisi excepteur reprehenderit quis.
Veniam amet sint enim tempor adipiscing velit. Velit sunt laborum officia laboris. Est ea nisi id irure. Qui anim aliqua magna id pariatur minim. Id sunt pariatur veniam fugiat.";0;1;0;0
73b22ed2-82f8-42c7-a5ba-7a97bc81fcd4;e28698e2-14f8-4230-bd5b-f57c67f46fcb;Spotify;Principal;Front-End Developer;Eiusmod reprehenderit veniam et ea, incididunt duis irure veniam ipsum sunt consectetur. Labore ex non occaecat sunt aliqua, non culpa est eiusmod. Enim sint dolor pariatur proident eu. Ex sint et adipiscing et mollit nostrud irure, laborum et est ad anim commodo, aute cillum do commodo amet cillum excepteur eu. Id eiusmod aute id commodo qui aute. Ad exercitation veniam cupidatat fugiat, incididunt laborum irure nostrud. Minim voluptate tempor laborum ea veniam aliqua pariatur.;0;0;0;1
2549ceab-445f-484b-8a4b-7be15bddb118;3b4e99b3-3e81-49e8-ad5e-07a23f4e2b65;Spotify;Junior;Back-End Developer;"Enim velit pariatur aute deserunt ullamco cupidatat ea, eiusmod sed deserunt quis labore incididunt, irure reprehenderit quis magna voluptate. Sint sit dolor do sit sunt duis. Excepteur in sit exercitation magna mollit qui in. Anim lorem velit occaecat proident quis amet. Reprehenderit incididunt reprehenderit incididunt sed. Mollit nostrud sit qui ex magna do minim. Ullamco occaecat cillum quis irure voluptate. Sit labore tempor in laborum officia tempor, voluptate culpa sint dolor, sit labore occaecat duis elit. Elit anim amet sint. Ex proident consectetur consectetur veniam.
Ut minim culpa duis minim deserunt, aliquip nisi veniam eu proident nostrud pariatur. Mollit veniam esse pariatur dolor. Consectetur irure quis laboris magna duis. Qui adipiscing commodo mollit nulla in. Magna eiusmod nostrud consectetur proident non aliquip est.
Incididunt irure dolore non enim dolor. Anim aliquip non proident lorem. Adipiscing sed incididunt qui. Sit aliqua laboris in aliqua reprehenderit. Incididunt qui adipiscing ex ex, elit in et aute ipsum et. Cupidatat lorem aliquip sint sed voluptate est, enim exercitation enim proident ea minim ea labore.";0;5;0;0
6c7a71b0-0ab8-4dcb-8180-420336221b26;649c759c-0c1d-4dc8-8cdb-88c78c3a385b;King;Principal;UX Designer;Eu mollit adipiscing qui dolore labore sunt ex. Dolore velit elit cupidatat officia cillum. Ea commodo velit quis. Quis nostrud laborum ex. Id mollit aute culpa duis, labore incididunt eu lorem sunt ipsum pariatur. Magna ad eiusmod amet.;10;0;1;0
10588e22-4d14-4a12-ac35-d52bfa69016f;ac0b06f4-0061-4c60-9635-cd36b2eae74f;Mojang;Intern;Back-End Developer;Tempor lorem dolore tempor sunt officia lorem. Elit laborum velit irure enim. Sunt adipiscing excepteur sit et. Amet cillum ullamco cillum consequat est id, voluptate dolor culpa magna. Est tempor anim deserunt culpa sint elit.;0;1;0;0
6a77d680-b137-4bef-b16b-7204853c6981;ae842171-dc46-454b-b871-7dd6e3057a47;Klarna;Lead;HR Officer;"Nulla deserunt id consectetur. Nostrud qui labore in. Labore do lorem duis exercitation minim do. Sed cillum labore mollit. Amet non nisi deserunt tempor.
Ad eu deserunt consectetur. Quis esse ullamco et exercitation id quis proident, velit proident tempor dolore exercitation sed, fugiat magna aliqua in. Est deserunt laborum velit in, velit cillum in deserunt. Nostrud adipiscing in do duis. Cupidatat esse ipsum incididunt. Nulla aliqua labore sed nostrud ullamco sint veniam. Dolor eiusmod nostrud ex irure aute, elit adipiscing est voluptate, elit deserunt non qui. Laborum fugiat culpa ea quis, ut consequat dolor duis quis ad incididunt sit. Officia enim officia reprehenderit.";0;0;0;0
